# P-values	0.001	0.0005	0.0001
AHR_HUMAN.H11MO.0.B	3.3775000000000004	3.9836850000000004	5.25972
AIRE_HUMAN.H11MO.0.C	5.64711	6.369009999999999	7.849410000000001
ALX1_HUMAN.H11MO.0.B	5.600009999999999	6.364215	7.75592
ANDR_HUMAN.H11MO.0.A	5.40531	6.333959999999999	8.27016
AP2A_HUMAN.H11MO.0.A	4.2035599999999995	5.399509999999999	7.709960000000001
AP2B_HUMAN.H11MO.0.B	4.229699999999999	4.929755	6.3264
AP2C_HUMAN.H11MO.0.A	3.55351	4.74596	7.15906
ARI5B_HUMAN.H11MO.0.C	5.153625	5.72681	6.88597
ARNT_HUMAN.H11MO.0.B	3.084425	3.7737999999999996	5.68522
ASCL1_HUMAN.H11MO.0.A	3.95131	4.99941	7.40671
ATF1_HUMAN.H11MO.0.B	4.35877	5.04232	6.300285
ATF2_HUMAN.H11MO.0.B	4.5273	5.4010549999999995	7.162715
ATF3_HUMAN.H11MO.0.A	3.7810750000000004	4.589980000000001	6.147494999999999
ATF4_HUMAN.H11MO.0.A	2.69043	4.2463999999999995	6.90517
ATF6A_HUMAN.H11MO.0.B	3.07294	3.9422949999999997	5.72504
ATOH1_HUMAN.H11MO.0.B	4.103135	5.179365	7.792755
BACH1_HUMAN.H11MO.0.A	3.3833599999999997	4.45656	6.678415
BACH2_HUMAN.H11MO.0.A	4.3408549999999995	5.36509	7.42235
BATF3_HUMAN.H11MO.0.B	5.387359999999999	6.28326	8.11431
BATF_HUMAN.H11MO.0.A	5.16881	6.118510000000001	8.04386
BC11A_HUMAN.H11MO.0.A	5.72026	6.528309999999999	8.20076
BCL6_HUMAN.H11MO.0.A	5.35816	6.239965	8.04784
BHA15_HUMAN.H11MO.0.B	3.974375	5.08437	7.289
BHE40_HUMAN.H11MO.0.A	3.5601650000000005	4.4435649999999995	6.05724
BMAL1_HUMAN.H11MO.0.A	3.960135	4.810655	6.480145
BRAC_HUMAN.H11MO.0.A	5.10091	5.93521	7.654960000000001
CDX1_HUMAN.H11MO.0.C	5.4783	5.931900000000001	6.798299999999999
CDX2_HUMAN.H11MO.0.A	5.6422799999999995	6.439674999999999	8.029655
CEBPA_HUMAN.H11MO.0.A	4.886215	6.15834	8.22461
CEBPB_HUMAN.H11MO.0.A	4.31214	5.663345	8.166715
CEBPD_HUMAN.H11MO.0.C	5.262345	6.037519999999999	7.59178
CEBPE_HUMAN.H11MO.0.A	5.429615	6.236175	7.663335
CEBPG_HUMAN.H11MO.0.B	3.951815	5.18082	7.561405000000001
CLOCK_HUMAN.H11MO.0.C	4.72441	5.3209599999999995	6.53251
COE1_HUMAN.H11MO.0.A	4.05181	5.21446	7.596660000000001
COT1_HUMAN.H11MO.0.C	4.46536	5.41076	7.341660000000001
COT2_HUMAN.H11MO.0.A	5.10141	6.04226	7.900925
CREB1_HUMAN.H11MO.0.A	4.136895	4.956785	6.48309
CREM_HUMAN.H11MO.0.C	4.25071	5.021565000000001	6.6308050000000005
CRX_HUMAN.H11MO.0.B	5.345415	6.18086	7.862315000000001
CTCFL_HUMAN.H11MO.0.A	1.36056	2.54331	5.03096
CTCF_HUMAN.H11MO.0.A	0.47931	1.83026	4.671659999999999
CUX1_HUMAN.H11MO.0.C	4.8174600000000005	5.5183599999999995	6.857010000000001
DBP_HUMAN.H11MO.0.B	5.302015	5.981545	7.21157
DLX3_HUMAN.H11MO.0.C	5.339465000000001	6.134085	7.78654
DUX4_HUMAN.H11MO.0.A	2.850515	4.2424550000000005	7.15412
E2F1_HUMAN.H11MO.0.A	3.0423099999999996	3.95286	5.90366
E2F2_HUMAN.H11MO.0.B	3.702885	4.309794999999999	5.565004999999999
E2F3_HUMAN.H11MO.0.A	4.837059999999999	5.6027000000000005	7.190025
E2F4_HUMAN.H11MO.0.A	2.82606	3.7737099999999995	5.65981
E2F5_HUMAN.H11MO.0.B	3.7656799999999997	4.419175	6.047885
E2F6_HUMAN.H11MO.0.A	4.08261	4.97356	6.791360000000001
E2F7_HUMAN.H11MO.0.B	4.2477599999999995	5.11951	6.7835600000000005
EGR1_HUMAN.H11MO.0.A	3.70186	4.59041	6.426159999999999
EGR2_HUMAN.H11MO.0.A	3.69461	4.65321	6.67211
EHF_HUMAN.H11MO.0.B	3.5522099999999996	4.83746	7.609660000000001
ELF1_HUMAN.H11MO.0.A	3.42736	4.57166	6.8041100000000005
ELF2_HUMAN.H11MO.0.C	3.7992099999999995	4.7671600000000005	6.785965
ELF3_HUMAN.H11MO.0.A	4.36626	5.553509999999999	7.93716
ELF5_HUMAN.H11MO.0.A	4.14611	5.32071	7.6520600000000005
ELK1_HUMAN.H11MO.0.B	3.3296599999999996	4.37537	6.45664
ELK4_HUMAN.H11MO.0.A	3.05632	4.079115	6.101125
EPAS1_HUMAN.H11MO.0.B	3.56328	4.180965	5.54006
ERG_HUMAN.H11MO.0.A	4.42146	5.52416	7.769625
ERR1_HUMAN.H11MO.0.A	4.0839099999999995	5.22556	7.49891
ERR2_HUMAN.H11MO.0.A	4.21353	5.53992	7.9847100000000015
ERR3_HUMAN.H11MO.0.B	5.1306650000000005	5.86224	7.29754
ESR1_HUMAN.H11MO.0.A	3.7488099999999998	4.76291	6.8887100000000006
ESR2_HUMAN.H11MO.0.A	3.9938599999999997	4.9040099999999995	6.803610000000001
ETS1_HUMAN.H11MO.0.A	3.9936099999999994	5.119059999999999	7.29096
ETS2_HUMAN.H11MO.0.B	5.83606	6.569560000000001	7.852830000000001
ETV1_HUMAN.H11MO.0.A	3.4945950000000003	4.57227	6.627235
ETV2_HUMAN.H11MO.0.B	3.6358099999999998	4.84596	7.3224100000000005
ETV4_HUMAN.H11MO.0.B	5.482570000000001	6.459365	7.96073
ETV5_HUMAN.H11MO.0.C	5.51096	6.31131	7.910620000000001
EVI1_HUMAN.H11MO.0.B	4.25411	5.33741	7.6155100000000004
FEV_HUMAN.H11MO.0.B	4.966635	5.50817	6.51399
FEZF1_HUMAN.H11MO.0.C	5.896925	6.700175	8.33259
FLI1_HUMAN.H11MO.0.A	4.10846	5.25511	7.59616
